EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E00359,Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,33,2014-11-30,"$91,280 ",0% ,United States,Miami,
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,2020-09-18,"$47,071 ",0% ,United States,Columbus,
E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,2011-11-21,"$81,218 ",0% ,United States,Chicago,
E04962,Elena Tan,Vice President,Engineering,Manufacturing,Female,Asian,50,2008-10-13,"$181,801 ",40% ,China,Chongqing,2019-12-11
E02769,Eliza Adams,Account Representative,Sales,Manufacturing,Female,Caucasian,26,2021-11-21,"$63,137 ",0% ,United States,Chicago,
E03893,Alice Xiong,Vice President,Engineering,Manufacturing,Female,Asian,55,2018-09-02,"$221,465 ",34% ,China,Chengdu,
E00553,Isla Yoon,Quality Engineer,Engineering,Research & Development,Female,Asian,50,2013-05-10,"$79,388 ",0% ,United States,Austin,2019-08-04
E03540,Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,2018-01-22,"$68,176 ",0% ,United States,Seattle,
E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,2019-10-18,"$122,829 ",11% ,United States,Chicago,
E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,2019-08-18,"$126,353 ",12% ,China,Shanghai,
E04194,Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,55,2010-10-17,"$188,727 ",23% ,China,Chengdu,
E01807,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,1994-02-18,"$99,624 ",0% ,United States,Seattle,
E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,2012-10-20,"$108,686 ",6% ,United States,Columbus,
E02632,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,1995-04-13,"$50,857 ",0% ,Brazil,Manaus,
E04226,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,2001-01-02,"$120,628 ",0% ,United States,Chicago,
E04101,Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,63,2020-06-14,"$181,216 ",27% ,United States,Columbus,
E01981,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,2012-03-16,"$46,081 ",0% ,United States,Chicago,
E02534,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,2004-05-28,"$159,885 ",12% ,United States,Columbus,
E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,1995-10-29,"$153,271 ",15% ,United States,Austin,
E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,2009-12-12,"$114,242 ",8% ,United States,Phoenix,
E04041,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,2020-11-18,"$48,415 ",0% ,China,Shanghai,
E04308,Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,35,2017-05-23,"$65,566 ",0% ,United States,Seattle,
E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,2001-05-03,"$147,752 ",12% ,China,Shanghai,2011-12-26
E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,2021-09-14,"$136,810 ",14% ,China,Chongqing,
E02295,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,2013-02-28,"$54,635 ",0% ,United States,Chicago,
E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,2020-02-05,"$96,636 ",0% ,United States,Columbus,
E04217,Lydia Williams,System Administrator ,IT,Manufacturing,Female,Black,35,2014-10-29,"$91,592 ",0% ,United States,Chicago,
E00650,Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,45,2000-08-17,"$55,563 ",0% ,China,Chengdu,
E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,1996-02-14,"$159,724 ",23% ,China,Beijing,
E04645,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,2017-08-04,"$183,190 ",36% ,United States,Chicago,
E03880,Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,56,2019-12-25,"$54,829 ",0% ,United States,Phoenix,
E02730,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,2005-04-22,"$96,639 ",0% ,Brazil,Rio de Janerio,
E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,2006-06-11,"$117,278 ",9% ,United States,Miami,
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,2008-02-09,"$84,193 ",9% ,China,Shanghai,
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,2018-07-28,"$87,806 ",0% ,United States,Seattle,
E00465,Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,62,2011-10-04,"$63,959 ",0% ,United States,Seattle,
E03058,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,2015-06-11,"$234,723 ",36% ,China,Shanghai,
E02337,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,2019-08-24,"$50,809 ",0% ,China,Chongqing,
E04927,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,2002-07-19,"$77,396 ",0% ,United States,Miami,
E03799,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,1999-12-31,"$89,523 ",0% ,United States,Phoenix,
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,2011-07-20,"$86,173 ",0% ,China,Chongqing,
E02633,Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,54,2000-08-19,"$222,224 ",38% ,United States,Columbus,
E02965,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,2021-04-17,"$146,140 ",15% ,United States,Seattle,
E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,1994-06-20,"$109,456 ",10% ,United States,Chicago,
E02895,Mila Soto,Director,Finance,Research & Development,Female,Latino,65,2008-10-07,"$170,221 ",15% ,Brazil,Manaus,
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,2006-03-01,"$97,433 ",5% ,United States,Seattle,2015-08-08
E00758,Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,35,2013-08-30,"$59,646 ",0% ,China,Shanghai,
E03750,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,1995-08-29,"$158,787 ",18% ,China,Chengdu,
E00144,Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,55,2018-04-29,"$83,378 ",0% ,China,Beijing,
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,2013-11-12,"$88,895 ",0% ,United States,Chicago,
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,2004-12-11,"$168,846 ",24% ,China,Chongqing,
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,2011-02-22,"$43,336 ",0% ,United States,Austin,2020-07-12
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,2009-09-27,"$127,801 ",15% ,United States,Phoenix,
E04466,Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,2000-04-01,"$76,352 ",0% ,United States,Austin,
E03226,Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,28,2019-06-22,"$250,767 ",38% ,United States,Seattle,
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,2020-09-27,"$223,055 ",30% ,United States,Columbus,
E02678,Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,45,2007-04-13,"$189,680 ",23% ,Brazil,Sao Paulo,
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,2018-07-18,"$71,167 ",0% ,United States,Columbus,
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,2010-04-04,"$76,027 ",0% ,United States,Seattle,
E00268,Ian Flores,Director,Engineering,Corporate,Male,Latino,48,2019-12-10,"$183,113 ",24% ,Brazil,Rio de Janerio,
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,2020-10-20,"$67,753 ",0% ,United States,Phoenix,
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,2016-10-13,"$63,744 ",8% ,United States,Austin,
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,2002-07-09,"$92,209 ",0% ,China,Shanghai,
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,2000-09-01,"$157,487 ",12% ,United States,Phoenix,
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,2015-04-07,"$99,697 ",0% ,Brazil,Rio de Janerio,
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,2010-02-26,"$90,770 ",0% ,United States,Columbus,
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,64,2005-01-28,"$55,369 ",0% ,United States,Phoenix,
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,59,2014-09-16,"$69,578 ",0% ,Brazil,Rio de Janerio,
E00624,William Watson,Director,Accounting,Speciality Products,Male,Caucasian,41,2013-06-04,"$167,526 ",26% ,United States,Miami,
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,42,2021-02-05,"$65,507 ",0% ,Brazil,Manaus,
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,1998-04-28,"$108,268 ",9% ,Brazil,Sao Paulo,2004-05-15
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,2016-02-05,"$80,055 ",0% ,China,Beijing,
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,58,2009-04-27,"$76,802 ",0% ,Brazil,Manaus,
E00218,David Desai,Vice President,Sales,Speciality Products,Male,Asian,47,2016-11-22,"$253,249 ",31% ,United States,Austin,
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,2005-11-11,"$78,388 ",0% ,China,Chongqing,
E01070,Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,38,2016-06-22,"$249,870 ",34% ,United States,Chicago,
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,2015-03-01,"$148,321 ",15% ,China,Beijing,
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,2004-02-10,"$90,258 ",0% ,China,Chongqing,
E04925,Athena Jordan,System Administrator ,IT,Manufacturing,Female,Black,42,2011-02-19,"$72,486 ",0% ,United States,Seattle,
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,2014-09-04,"$95,499 ",0% ,Brazil,Sao Paulo,2017-08-11
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,2004-12-23,"$90,212 ",0% ,Brazil,Sao Paulo,
E00325,Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,39,2019-12-05,"$254,057 ",39% ,China,Shanghai,
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,58,2010-10-12,"$43,001 ",0% ,United States,Austin,
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,60,1998-08-03,"$85,120 ",9% ,United States,Seattle,
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,2015-08-03,"$52,200 ",0% ,United States,Columbus,
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,2008-10-18,"$150,855 ",11% ,United States,Phoenix,
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,2004-07-20,"$65,702 ",0% ,United States,Columbus,
E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,2007-10-12,"$162,038 ",24% ,China,Chongqing,
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,2020-04-09,"$157,057 ",10% ,United States,Columbus,
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,2021-08-11,"$127,559 ",10% ,United States,Austin,
E00153,Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,39,2019-03-12,"$62,644 ",0% ,United States,Seattle,
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,2001-03-06,"$73,907 ",0% ,China,Shanghai,
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,2018-03-10,"$90,040 ",0% ,United States,Chicago,
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,30,2016-05-26,"$91,134 ",0% ,Brazil,Sao Paulo,
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,2021-09-22,"$201,396 ",32% ,United States,Miami,
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,2011-12-22,"$54,733 ",0% ,China,Chongqing,
E03881,Andrew Reed,System Administrator ,IT,Corporate,Male,Black,28,2019-06-17,"$65,341 ",0% ,United States,Miami,2022-04-11
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,2018-10-27,"$139,208 ",11% ,United States,Austin,
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,2018-03-12,"$73,200 ",0% ,China,Shanghai,
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,2010-04-24,"$102,636 ",6% ,United States,Seattle,
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,2021-02-09,"$87,427 ",0% ,Brazil,Sao Paulo,
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,2018-05-28,"$49,219 ",0% ,United States,Columbus,
E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,2018-05-19,"$106,437 ",7% ,China,Chongqing,
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,2015-05-05,"$64,364 ",0% ,Brazil,Sao Paulo,
E00364,Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,50,2021-10-17,"$172,180 ",30% ,United States,Columbus,
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,2012-05-14,"$88,343 ",0% ,Brazil,Rio de Janerio,
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,2014-07-10,"$66,649 ",0% ,Brazil,Rio de Janerio,
E03720,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,1999-04-22,"$102,847 ",5% ,United States,Chicago,
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,2010-07-19,"$134,881 ",15% ,Brazil,Manaus,
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,1999-05-23,"$68,807 ",0% ,China,Chengdu,2015-11-30
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,2006-05-29,"$228,822 ",36% ,United States,Miami,
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,2021-07-18,"$43,391 ",0% ,United States,Columbus,
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,2021-11-15,"$91,782 ",0% ,China,Chongqing,
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,2016-02-28,"$211,637 ",31% ,United States,Chicago,
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,2020-08-08,"$73,255 ",9% ,United States,Phoenix,
E03697,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,2021-01-08,"$108,826 ",10% ,United States,Miami,
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,2016-05-24,"$94,352 ",0% ,United States,Miami,
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,1994-08-30,"$73,955 ",0% ,United States,Phoenix,
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,2013-08-13,"$113,909 ",6% ,Brazil,Rio de Janerio,
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,2020-12-24,"$92,321 ",0% ,United States,Chicago,
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,2013-05-23,"$99,557 ",9% ,United States,Seattle,
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,2018-11-14,"$115,854 ",0% ,United States,Phoenix,
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,44,2011-03-01,"$82,462 ",0% ,United States,Austin,
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,2011-11-09,"$198,473 ",32% ,United States,Miami,
E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,2006-10-15,"$153,492 ",11% ,United States,Chicago,
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,2018-01-21,"$208,210 ",30% ,United States,Seattle,
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,2015-11-17,"$91,632 ",0% ,United States,Phoenix,
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,2017-09-24,"$71,755 ",0% ,China,Chongqing,
E04213,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,2021-11-19,"$111,006 ",8% ,China,Chongqing,
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,1994-12-24,"$99,774 ",0% ,United States,Austin,
E04114,Christopher Lim,Director,IT,Research & Development,Male,Asian,55,2007-03-13,"$184,648 ",24% ,China,Shanghai,
E01423,James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,2001-07-19,"$247,874 ",33% ,Brazil,Manaus,
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,60,2009-05-11,"$62,239 ",0% ,China,Beijing,
E03305,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,2014-10-07,"$114,911 ",7% ,United States,Chicago,
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,2018-04-27,"$115,490 ",12% ,United States,Chicago,
E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,2012-02-13,"$118,708 ",7% ,China,Shanghai,
E00103,Nora Park,Director,Accounting,Speciality Products,Female,Asian,29,2017-06-28,"$197,649 ",20% ,United States,Columbus,
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,2020-06-17,"$89,841 ",0% ,China,Beijing,
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,2019-12-20,"$61,026 ",0% ,United States,Phoenix,
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,2014-09-25,"$96,693 ",0% ,United States,Chicago,
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,48,2009-06-27,"$82,907 ",0% ,United States,Seattle,
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,2014-10-04,"$257,194 ",35% ,China,Chongqing,
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,41,2012-01-21,"$94,658 ",0% ,United States,Miami,
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,2011-04-30,"$89,419 ",0% ,China,Shanghai,
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,2015-12-19,"$51,983 ",0% ,United States,Columbus,
E01668,Naomi Xi,Director,Finance,Corporate,Female,Asian,53,2002-02-17,"$179,494 ",20% ,China,Chongqing,
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,2016-06-24,"$68,426 ",0% ,Brazil,Rio de Janerio,
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,2017-02-06,"$144,986 ",12% ,United States,Phoenix,
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,45,2000-08-16,"$60,113 ",0% ,United States,Chicago,
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,2021-04-18,"$50,548 ",0% ,Brazil,Sao Paulo,
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,2020-03-14,"$68,846 ",0% ,United States,Chicago,
E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,2014-03-19,"$90,901 ",0% ,United States,Seattle,
E03113,Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,2012-09-03,"$102,033 ",8% ,United States,Austin,
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,2021-01-23,"$151,783 ",26% ,United States,Seattle,
E01787,Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,2018-12-07,"$170,164 ",17% ,United States,Austin,
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,2014-02-20,"$155,905 ",14% ,United States,Phoenix,
E01052,Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,2016-12-17,"$50,733 ",0% ,United States,Miami,
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,2017-01-26,"$88,663 ",0% ,United States,Phoenix,
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,60,1992-10-13,"$88,213 ",0% ,China,Chongqing,
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,55,2021-08-02,"$67,130 ",0% ,United States,Miami,
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,2015-10-08,"$94,876 ",0% ,United States,Miami,
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,1994-10-09,"$98,230 ",0% ,United States,Miami,
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,2018-12-14,"$96,757 ",0% ,United States,Columbus,
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,2020-07-03,"$51,513 ",0% ,United States,Columbus,
E00161,Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,60,2007-01-27,"$234,311 ",37% ,United States,Miami,
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,2011-05-22,"$152,353 ",14% ,United States,Seattle,
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,2010-07-30,"$124,774 ",12% ,United States,Phoenix,
E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,2010-09-13,"$157,070 ",28% ,China,Chongqing,
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,2019-08-08,"$130,133 ",15% ,United States,Austin,2022-05-18
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,2019-09-21,"$108,780 ",6% ,China,Shanghai,
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,2020-10-21,"$151,853 ",16% ,China,Chengdu,
E00022,Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,62,2006-09-17,"$64,669 ",0% ,China,Chongqing,
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,2008-04-30,"$69,352 ",0% ,Brazil,Rio de Janerio,
E00555,Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,65,2001-10-17,"$74,631 ",0% ,China,Chongqing,
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,2012-04-29,"$96,441 ",0% ,Brazil,Sao Paulo,
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,2011-10-20,"$114,250 ",14% ,China,Chengdu,
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,2020-12-27,"$70,165 ",7% ,Brazil,Manaus,
E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,2000-01-29,"$109,059 ",7% ,China,Chengdu,
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,30,2015-11-14,"$77,442 ",0% ,United States,Columbus,
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,34,2012-06-06,"$72,126 ",0% ,Brazil,Manaus,
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,2013-10-18,"$70,334 ",0% ,United States,Miami,
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,2009-12-23,"$78,006 ",0% ,United States,Miami,
E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,2021-01-25,"$160,385 ",23% ,United States,Miami,2021-05-18
E02687,Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,36,2014-01-11,"$202,323 ",39% ,United States,Chicago,
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,2020-07-13,"$141,555 ",11% ,Brazil,Manaus,
E02748,Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,34,2020-07-20,"$184,960 ",18% ,United States,Seattle,
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,2011-06-25,"$221,592 ",31% ,United States,Columbus,
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,2009-01-28,"$53,301 ",0% ,United States,Seattle,
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,2000-03-02,"$91,276 ",0% ,United States,Seattle,
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,2017-09-05,"$140,042 ",13% ,United States,Austin,
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,40,2018-12-06,"$57,225 ",0% ,United States,Columbus,
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,2010-02-24,"$102,839 ",5% ,United States,Miami,
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,2021-09-15,"$199,783 ",21% ,United States,Chicago,2022-04-10
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,2021-04-09,"$70,980 ",0% ,Brazil,Rio de Janerio,
E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,1997-01-26,"$104,431 ",7% ,United States,Phoenix,
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,2021-06-27,"$48,510 ",0% ,United States,Chicago,
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,2019-05-28,"$70,110 ",0% ,United States,Miami,2021-01-07
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,2008-03-12,"$186,138 ",28% ,China,Chongqing,
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,58,2010-04-19,"$56,350 ",0% ,Brazil,Rio de Janerio,
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,2016-01-10,"$149,761 ",12% ,United States,Columbus,
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,2007-08-11,"$126,277 ",13% ,Brazil,Manaus,
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,2013-06-21,"$119,631 ",6% ,United States,Phoenix,
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,2020-05-09,"$256,561 ",39% ,United States,Austin,
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,2020-04-16,"$66,958 ",0% ,United States,Miami,
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,2004-02-29,"$158,897 ",10% ,China,Chongqing,
